time,memory usage,updateQueue,friendsUpdateQueue,followersUpdateQueue,favoriteTweetUpdateQueue,userHarvestQueue,hashtagHarvestQueue,tweetUpdateQueue,twRetweetUpdateQueue
712,191066112,10000,0,6,0,6,0,10000,10000
717,191086592,10000,0,6,0,6,0,10000,10000
722,191180800,10000,0,6,0,6,0,9999,10000
727,191180800,10000,0,6,0,6,0,9999,10000
732,191705088,10000,0,6,0,6,0,9999,10000
737,192348160,10000,0,6,0,6,0,9999,10000
742,192348160,10000,0,6,0,6,0,9999,10000
747,192348160,10000,0,6,0,6,0,9999,10000
752,192348160,10000,0,6,0,6,0,9999,10000
757,192643072,10000,0,6,0,6,0,9999,10000
762,192675840,10000,0,6,0,6,0,9999,10000
767,192950272,10000,0,6,0,6,0,9999,10000
772,193445888,10000,0,6,0,6,0,10000,10000
777,193445888,10000,0,6,0,6,0,10000,10000
782,193445888,10000,0,6,0,6,0,10000,10000
787,193445888,10000,0,6,0,6,0,10000,10000
792,193724416,10000,0,6,0,6,0,10000,10000
797,193998848,10000,0,6,0,6,0,10000,10000
802,193998848,10000,0,6,0,6,0,10000,10000
807,193998848,10000,0,6,0,6,0,10000,10000
812,194002944,10000,0,6,0,6,0,10000,10000
817,194023424,10000,0,6,0,6,0,10000,10000
822,194023424,10000,0,6,0,6,0,10000,10000
827,193994752,10000,0,6,0,6,0,10000,10000
832,194179072,10000,0,6,0,6,0,10000,10000
837,194179072,10000,0,6,0,6,0,10000,10000
842,194179072,10000,0,6,0,6,0,10000,10000
847,194179072,10000,0,6,0,6,0,10000,10000
852,194768896,10000,0,6,0,6,0,10000,10000
857,194768896,10000,0,6,0,6,0,10000,10000
862,194768896,10000,0,6,0,6,0,10000,10000
867,194768896,10000,0,6,0,6,0,10000,10000
872,194777088,10000,0,6,0,6,0,10000,10000
877,194797568,10000,0,6,0,6,0,10000,10000
882,194797568,10000,0,6,0,6,0,10000,10000
887,194813952,10000,0,6,0,6,0,10000,10000
892,194813952,10000,0,6,0,6,0,10000,10000
897,194813952,10000,0,6,0,6,0,10000,10000
902,194813952,10000,0,6,0,6,0,10000,10000
907,194813952,10000,0,6,0,6,0,10000,10000
912,194813952,10000,0,6,0,6,0,10000,10000
917,194781184,10000,0,6,0,6,0,10000,10000
922,194781184,10000,0,6,0,6,0,10000,10000
927,194781184,10000,0,6,0,6,0,10000,10000
932,194781184,10000,0,6,0,6,0,10000,10000
937,194940928,10000,0,6,0,6,0,10000,10000
942,194973696,10000,0,6,0,6,0,10000,10000
947,194973696,10000,0,6,0,6,0,10000,10000
952,194973696,10000,0,6,0,6,0,10000,10000
957,194973696,10000,0,6,0,6,0,9999,10000
962,194973696,10000,0,6,0,6,0,10000,10000
967,194973696,10000,0,6,0,6,0,10000,10000
972,195469312,10000,0,6,0,6,0,10000,10000
977,195469312,10000,0,6,0,6,0,9999,10000
982,195469312,10000,0,6,0,6,0,10000,10000
987,195469312,10000,0,6,0,6,0,10000,10000
992,195469312,10000,0,6,0,6,0,10000,10000
997,195780608,10000,0,6,0,6,0,10000,10000
1002,195780608,10000,0,6,0,6,0,10000,10000
1007,195747840,10000,0,6,0,6,0,10000,10000
1012,195747840,10000,0,6,0,6,0,10000,10000
1017,195747840,10000,0,6,0,6,0,10000,10000
1022,195747840,10000,0,6,0,6,0,10000,10000
1027,195747840,10000,0,6,0,6,0,10000,10000
1032,196427776,10000,0,6,0,6,0,10000,10000
1037,196427776,10000,0,6,0,6,0,10000,10000
1042,196427776,10000,0,6,0,6,0,10000,10000
1047,196427776,10000,0,6,0,6,0,10000,10000
1052,196673536,10000,0,6,0,6,0,10000,10000
1057,196673536,10000,0,6,0,6,0,10000,10000
1062,196673536,10000,0,6,0,6,0,10000,10000
1067,196673536,10000,0,6,0,6,0,9999,10000
1072,196673536,10000,0,6,0,6,0,9999,10000
1077,196673536,10000,0,6,0,6,0,9999,10000
1082,196673536,10000,0,6,0,6,0,10000,10000
1087,197427200,10000,0,6,0,6,0,10000,10000
1092,197435392,10000,0,6,0,6,0,10000,10000
1097,197402624,10000,0,6,0,6,0,10000,10000
1102,197402624,10000,0,6,0,6,0,10000,10000
1107,197402624,10000,0,6,0,6,0,10000,10000
1112,197644288,10000,0,6,0,6,0,10000,10000
1117,197877760,10000,0,6,0,6,0,10000,10000
1122,197902336,10000,0,6,0,6,0,10000,10000
1127,197902336,10000,0,6,0,6,0,10000,10000
1132,197902336,10000,0,6,0,6,0,10000,10000
1137,197902336,10000,0,6,0,6,0,10000,10000
1142,197902336,10000,0,6,0,6,0,10000,10000
1147,197902336,10000,0,6,0,6,0,10000,10000
1152,198197248,10000,0,6,0,6,0,10000,10000
1157,198197248,10000,0,6,0,6,0,10000,10000
1162,198197248,10000,0,6,0,6,0,10000,10000
1167,198197248,9999,0,6,0,6,0,10000,10000
1172,198197248,10000,0,6,0,6,0,10000,10000
1177,198197248,10000,0,6,0,6,0,10000,10000
1182,198197248,9999,0,6,0,6,0,10000,10000
1187,198164480,10000,0,6,0,6,0,9999,10000
1192,198164480,10000,0,6,0,6,0,9999,10000
1197,198164480,9999,0,6,0,6,0,9999,10000
1202,198164480,10000,0,6,0,6,0,9999,10000
1207,198164480,10000,0,6,0,6,0,9999,10000
1212,198365184,10000,0,6,0,6,0,9999,10000
1217,198365184,10000,0,6,0,6,0,9999,10000
1222,198365184,10000,0,6,0,6,0,9999,10000
1227,198365184,10000,0,6,0,6,0,9999,10000
1232,198635520,10000,0,6,0,6,0,9999,10000
1237,198750208,10000,0,6,0,6,0,10000,10000
1242,198750208,10000,0,6,0,6,0,10000,10000
1247,198750208,10000,0,6,0,6,0,10000,10000
1252,198750208,10000,0,6,0,6,0,10000,10000
1257,198750208,10000,0,6,0,6,0,10000,10000
1262,198750208,10000,0,6,0,6,0,10000,10000
1267,198750208,10000,0,6,0,6,0,10000,10000
1272,199385088,10000,0,6,0,6,0,10000,10000
1277,199360512,10000,0,6,0,6,0,10000,10000
1282,199360512,10000,0,6,0,6,0,10000,10000
1287,199360512,10000,0,6,0,6,0,10000,10000
1292,199360512,10000,0,6,0,6,0,10000,10000
1297,199360512,10000,0,6,0,6,0,10000,10000
1302,199393280,10000,0,6,0,6,0,10000,10000
1307,199393280,10000,0,6,0,6,0,10000,10000
1312,199393280,10000,0,6,0,6,0,10000,10000
1317,199393280,10000,0,6,0,6,0,10000,10000
1322,199393280,10000,0,6,0,6,0,10000,10000
1327,199393280,10000,0,6,0,6,0,10000,10000
1332,199393280,10000,0,6,0,6,0,10000,10000
1337,199393280,10000,0,6,0,6,0,10000,10000
1342,199393280,10000,0,6,0,6,0,10000,10000
1347,199393280,10000,0,6,0,6,0,10000,10000
1352,199393280,10000,0,6,0,6,0,10000,10000
1357,199393280,10000,0,6,0,6,0,10000,10000
1362,199393280,10000,0,6,0,6,0,10000,10000
1367,199360512,10000,0,6,0,6,0,10000,10000
1372,199360512,10000,0,6,0,6,0,10000,10000
1377,199360512,10000,0,6,0,6,0,10000,10000
1382,199360512,10000,0,6,0,6,0,10000,10000
1387,199360512,10000,0,6,0,6,0,10000,10000
1392,199401472,10000,0,6,0,6,0,10000,10000
1397,199401472,10000,0,6,0,6,0,10000,10000
1402,199401472,10000,0,6,0,6,0,10000,10000
1407,199401472,10000,0,6,0,6,0,9996,10000
1412,199401472,10000,0,6,0,6,0,9996,10000
1417,199626752,10000,0,6,0,6,0,9998,10000
1422,199626752,10000,0,6,0,6,0,9998,10000
1427,199815168,10000,0,6,0,6,0,9998,10000
1432,199815168,10000,0,6,0,6,0,9998,10000
1437,199815168,10000,0,6,0,6,0,9996,10000
1442,199815168,10000,0,6,0,6,0,9996,10000
1447,199831552,10000,0,6,0,6,0,9996,10000
1452,200323072,10000,0,6,0,6,0,9996,10000
1457,200290304,10000,0,6,0,6,0,9996,10000
1462,200290304,10000,0,6,0,6,0,9996,10000
1467,200417280,10000,0,6,0,6,0,9996,10000
1472,200417280,10000,0,6,0,6,0,9996,10000
1477,201089024,10000,0,6,0,6,0,9998,10000
1482,201121792,10000,0,6,0,6,0,9998,10000
1487,201121792,10000,0,6,0,6,0,9998,10000
1492,201121792,10000,0,6,0,6,0,9996,10000
1497,201121792,10000,0,6,0,6,0,9996,10000
1502,201121792,10000,0,6,0,6,0,9996,10000
1507,201121792,10000,0,6,0,6,0,9996,10000
1512,201682944,10000,0,6,0,6,0,9996,10000
1517,201682944,10000,0,6,0,6,0,9996,10000
1522,201682944,10000,0,6,0,6,0,9996,10000
1527,201682944,10000,0,6,0,6,0,9996,10000
1532,201682944,10000,0,6,0,6,0,9996,10000
1537,201740288,10000,0,6,0,6,0,9998,10000
1542,202436608,10000,0,6,0,6,0,9998,10000
1547,202403840,10000,0,6,0,6,0,9998,10000
1552,202403840,10000,0,6,0,6,0,9996,10000
1557,202403840,10000,0,6,0,6,0,9996,10000
1562,202403840,10000,0,6,0,6,0,9996,10000
1567,202403840,10000,0,6,0,6,0,9996,10000
1572,203104256,10000,0,6,0,6,0,9996,10000
1577,203104256,10000,0,6,0,6,0,9996,10000
1582,203104256,10000,0,6,0,6,0,9996,10000
1587,203104256,10000,0,6,0,6,0,9996,10000
1592,203104256,10000,0,6,0,6,0,9998,10000
1597,203104256,10000,0,6,0,6,0,9998,10000
1602,203104256,10000,0,6,0,6,0,9999,10000
1607,203116544,10000,0,6,0,6,0,9999,10000
1612,203821056,10000,0,6,0,6,0,9998,10000
1617,203821056,10000,0,6,0,6,0,9998,10000
1622,203821056,10000,0,6,0,6,0,9998,10000
1627,203821056,10000,0,6,0,6,0,9998,10000
1632,205729792,10000,0,6,0,6,0,9998,10000
1637,205697024,10000,0,6,0,6,0,9998,10000
1642,205697024,10000,0,6,0,6,0,9998,10000
1647,205697024,10000,0,6,0,6,0,9998,10000
1652,205778944,10000,0,6,0,6,0,9999,10000
1657,205778944,10000,0,6,0,6,0,9997,10000
1662,205959168,10000,0,6,0,6,0,9998,10000
1667,205959168,10000,0,6,0,6,0,9997,10000
1672,205959168,10000,0,6,0,6,0,9996,10000
1677,205959168,10000,0,6,0,6,0,9996,10000
1682,205959168,10000,0,6,0,6,0,9996,10000
1687,206053376,10000,0,6,0,6,0,9996,10000
1692,206913536,10000,0,6,0,6,0,9996,10000
1697,206913536,10000,0,6,0,6,0,9996,10000
1702,206913536,10000,0,6,0,6,0,9996,10000
1707,206913536,10000,0,6,0,6,0,9998,10000
1712,206913536,10000,0,6,0,6,0,9998,10000
1717,206913536,10000,0,6,0,6,0,9997,10000
1722,206913536,10000,0,6,0,6,0,9998,10000
1727,206880768,10000,0,6,0,6,0,9996,10000
1732,206360576,10000,0,6,0,6,0,9996,10000
1737,206360576,10000,0,6,0,6,0,9996,10000
1742,206360576,10000,0,6,0,6,0,9996,10000
1747,206360576,10000,0,6,0,6,0,9996,10000
1752,206692352,10000,0,6,0,6,0,9996,10000
1757,206692352,10000,0,6,0,6,0,9996,10000
1762,206692352,10000,0,6,0,6,0,9996,10000
1767,206692352,10000,0,6,0,6,0,9998,10000
1772,206692352,10000,0,6,0,6,0,9997,10000
1777,206094336,10000,0,6,0,6,0,9998,10000
1782,206094336,10000,0,6,0,6,0,9998,10000
1787,206094336,10000,0,6,0,6,0,9997,10000
1792,206094336,10000,0,6,0,6,0,9997,10000
1797,206094336,10000,0,6,0,6,0,9997,10000
1802,206094336,10000,0,6,0,6,0,9997,10000
1807,206094336,10000,0,6,0,6,0,9997,10000
1812,206385152,10000,0,6,0,6,0,9997,10000
1817,206594048,10000,0,6,0,6,0,9997,10000
1822,206594048,10000,0,6,0,6,0,9998,10000
1827,206594048,10000,0,6,0,6,0,9999,10000
1832,206594048,10000,0,6,0,6,0,9997,10000
1837,206073856,10000,0,6,0,6,0,9998,10000
1842,206106624,10000,0,6,0,6,0,9998,10000
1847,206118912,10000,0,6,0,6,0,9996,10000
1852,206118912,10000,0,6,0,6,0,9996,10000
1857,206118912,10000,0,6,0,6,0,9996,10000
1862,206118912,10000,0,6,0,6,0,9996,10000
1867,206118912,10000,0,6,0,6,0,9996,10000
1872,205598720,10000,0,6,0,6,0,9996,10000
1877,205905920,10000,0,6,0,6,0,9996,10000
1882,205365248,10000,0,6,0,6,0,9998,10000
1887,205385728,10000,0,6,0,6,0,9997,10000
1892,205385728,10000,0,6,0,6,0,9997,10000
1897,205385728,10000,0,6,0,6,0,9999,10000
1902,205385728,10000,0,6,0,6,0,9999,10000
1907,205352960,10000,0,6,0,6,0,9997,10000
1912,205352960,10000,0,6,0,6,0,9997,10000
1917,205352960,10000,0,6,0,6,0,9997,10000
1922,205352960,10000,0,6,0,6,0,9997,10000
1927,205352960,10000,0,6,0,6,0,9997,10000
1932,205385728,10000,0,6,0,6,0,9997,10000
1937,205385728,10000,0,6,0,6,0,9998,10000
1942,205385728,10000,0,6,0,6,0,9998,10000
1947,205385728,10000,0,6,0,6,0,9996,10000
1952,205385728,10000,0,6,0,6,0,9996,10000
1957,205385728,10000,0,6,0,6,0,9998,10000
1962,205385728,10000,0,6,0,6,0,9997,10000
1967,205385728,10000,0,6,0,6,0,9997,10000
1972,205385728,10000,0,6,0,6,0,9997,10000
1977,205385728,10000,0,6,0,6,0,9997,10000
1982,205385728,10000,0,6,0,6,0,9997,10000
1987,205385728,10000,0,6,0,6,0,9997,10000
1992,205385728,10000,0,6,0,6,0,9997,10000
1997,205639680,10000,0,6,0,6,0,9999,10000
2002,205639680,10000,0,6,0,6,0,9999,10000
2007,205639680,9999,0,6,0,6,0,9998,10000
2012,205668352,9999,0,6,0,6,0,9998,10000
2017,205668352,9999,0,6,0,6,0,9996,10000
2022,205701120,9999,0,6,0,6,0,9996,10000
2027,205701120,9999,0,6,0,6,0,9996,10000
2032,205701120,9999,0,6,0,6,0,9996,10000
2037,205701120,9999,0,6,0,6,0,9996,10000
2042,205701120,9999,0,6,0,6,0,9996,10000
2047,205701120,9999,0,6,0,6,0,9996,10000
2052,205701120,9999,0,6,0,6,0,9996,10000
2057,205701120,10000,0,6,0,6,0,9997,10000
2062,205701120,10000,0,6,0,6,0,9998,10000
2067,205701120,10000,0,6,0,6,0,10000,10000
2072,205701120,9999,0,6,0,6,0,9999,10000
2077,205701120,10000,0,6,0,6,0,9997,10000
2082,205701120,9999,0,6,0,6,0,9997,10000
2087,205668352,9999,0,6,0,6,0,9997,10000
2092,205668352,9999,0,6,0,6,0,9998,10000
2097,205668352,9998,0,6,0,6,0,9998,10000
2102,205668352,9998,0,6,0,6,0,9998,10000
2107,205668352,9998,0,6,0,6,0,9998,10000
2112,205701120,9998,0,6,0,6,0,9998,10000
2117,205701120,10000,0,6,0,6,0,9998,10000
2122,205701120,10000,0,6,0,6,0,9999,10000
2127,205701120,10000,0,6,0,6,0,10000,10000
2132,205701120,10000,0,6,0,6,0,9999,10000
2137,205701120,10000,0,6,0,6,0,9997,10000
2142,205701120,10000,0,6,0,6,0,9997,10000
2147,205701120,10000,0,6,0,6,0,9997,10000
2152,205721600,10000,0,6,0,6,0,9997,10000
2157,205721600,10000,0,6,0,6,0,9997,10000
2162,205721600,10000,0,6,0,6,0,9997,10000
2167,205721600,10000,0,6,0,6,0,9997,10000
2172,205721600,10000,0,6,0,6,0,9997,10000
2177,205688832,10000,0,6,0,6,0,9997,10000
2182,205692928,10000,0,6,0,6,0,9998,10000
2187,205692928,10000,0,6,0,6,0,9998,10000
2192,205692928,10000,0,6,0,6,0,9998,10000
2197,205692928,10000,0,6,0,6,0,9996,10000
2202,205721600,10000,0,6,0,6,0,9996,10000
2207,205721600,10000,0,6,0,6,0,9997,10000
2212,205721600,10000,0,6,0,6,0,9997,10000
2217,205721600,10000,0,6,0,6,0,9997,10000
2222,205721600,10000,0,6,0,6,0,9997,10000
2227,205721600,10000,0,6,0,6,0,9997,10000
2232,205721600,10000,0,6,0,6,0,9997,10000
2237,205721600,10000,0,6,0,6,0,9999,10000
2242,205721600,10000,0,6,0,6,0,9997,10000
2247,205721600,10000,0,6,0,6,0,9998,10000
2252,205721600,10000,0,6,0,6,0,9997,10000
2257,205721600,10000,0,6,0,6,0,9996,10000
2262,205721600,10000,0,6,0,6,0,9996,10000
2267,205688832,10000,0,6,0,6,0,9996,10000
2272,205688832,10000,0,6,0,6,0,9996,10000
2277,205688832,10000,0,6,0,6,0,9996,10000
2282,205688832,10000,0,6,0,6,0,9996,10000
2287,205688832,10000,0,6,0,6,0,9996,10000
2292,205721600,10000,0,6,0,6,0,9998,10000
2297,205721600,10000,0,6,0,6,0,9997,10000
2302,205721600,10000,0,6,0,6,0,9998,10000
2307,206614528,10000,0,6,0,6,0,9999,10000
2312,206614528,10000,0,6,0,6,0,9997,10000
2317,206614528,10000,0,6,0,6,0,9997,10000
2322,206614528,10000,0,6,0,6,0,9997,10000
2327,206647296,10000,0,6,0,6,0,9997,10000
2332,206057472,10000,0,6,0,6,0,9997,10000
2337,205946880,10000,0,6,0,6,0,9997,10000
2342,205946880,10000,0,6,0,6,0,9997,10000
2347,206348288,10000,0,6,0,6,0,9998,10000
2352,206348288,10000,0,6,0,6,0,9998,10000
2357,206319616,10000,0,6,0,6,0,9996,10000
2362,206319616,10000,0,6,0,6,0,9998,10000
2367,206991360,10000,0,6,0,6,0,9997,10000
2372,206991360,10000,0,6,0,6,0,9997,10000
2377,206991360,10000,0,6,0,6,0,9997,10000
2382,207020032,10000,0,6,0,6,0,9997,10000
2387,207310848,10000,0,6,0,6,0,9997,10000
2392,207310848,10000,0,6,0,6,0,9997,10000
2397,207310848,10000,0,6,0,6,0,9997,10000
2402,207310848,10000,0,6,0,6,0,9997,10000
2407,207310848,10000,0,6,0,6,0,9999,10000
2412,207310848,10000,0,6,0,6,0,9999,10000
2417,207310848,10000,0,6,0,6,0,9999,10000
2422,207310848,10000,0,6,0,6,0,9999,10000
2427,207310848,10000,0,6,0,6,0,9998,10000
2432,207310848,10000,0,6,0,6,0,9998,10000
2437,207310848,10000,0,6,0,6,0,9998,10000
2442,207310848,10000,0,6,0,6,0,9998,10000
2447,207278080,10000,0,6,0,6,0,9998,10000
2452,207278080,10000,0,6,0,6,0,9997,10000
2457,207278080,10000,0,6,0,6,0,9997,10000
2462,207278080,10000,0,6,0,6,0,9997,10000
2467,207278080,10000,0,6,0,6,0,9999,10000
2472,208449536,10000,0,6,0,6,0,9998,10000
2477,208453632,10000,0,6,0,6,0,9999,10000
2482,208453632,10000,0,6,0,6,0,9997,10000
2487,207511552,10000,0,6,0,6,0,9997,10000
2492,207511552,10000,0,6,0,6,0,9997,10000
2497,207511552,10000,0,6,0,6,0,9997,10000
2502,207757312,10000,0,6,0,6,0,9997,10000
2507,207757312,10000,0,6,0,6,0,9997,10000
2512,207757312,10000,0,6,0,6,0,9997,10000
2517,207757312,10000,0,6,0,6,0,9997,10000
2522,207757312,10000,0,6,0,6,0,9998,10000
2527,207757312,10000,0,6,0,6,0,9997,10000
2532,207757312,10000,0,6,0,6,0,9999,10000
2537,207728640,10000,0,6,0,6,0,9997,10000
2542,207728640,10000,0,6,0,6,0,9997,10000
2547,207728640,10000,0,6,0,6,0,9997,10000
2552,207728640,10000,0,6,0,6,0,9997,10000
2557,207876096,10000,0,6,0,6,0,9997,10000
2562,207904768,10000,0,6,0,6,0,9997,10000
2567,207904768,10000,0,6,0,6,0,9997,10000
2572,207904768,10000,0,6,0,6,0,9997,10000
2577,207904768,10000,0,6,0,6,0,9998,10000
2582,207904768,10000,0,6,0,6,0,9997,10000
2587,207904768,10000,0,6,0,6,0,9998,10000
2592,207904768,10000,0,6,0,6,0,9997,10000
2597,207904768,10000,0,6,0,6,0,9997,10000
2602,207904768,10000,0,6,0,6,0,9998,10000
2607,207994880,10000,0,6,0,6,0,9998,10000
2612,208314368,10000,0,6,0,6,0,9998,10000
2617,208314368,10000,0,6,0,6,0,9998,10000
2622,207708160,10000,0,6,0,6,0,9998,9999
2627,207896576,10000,0,6,0,6,0,9998,10000
2632,207896576,10000,0,6,0,6,0,9998,10000
2637,207896576,10000,0,6,0,6,0,9999,10000
2642,207896576,10000,0,6,0,6,0,9998,10000
2647,207896576,10000,0,6,0,6,0,9998,10000
2652,207929344,10000,0,6,0,6,0,9997,9999
2657,207929344,10000,0,6,0,6,0,9997,10000
2662,207929344,10000,0,6,0,6,0,9997,10000
2667,207929344,10000,0,6,0,6,0,9997,10000
2672,208568320,10000,0,6,0,6,0,9997,10000
2677,208568320,10000,0,6,0,6,0,9997,10000
2682,208568320,10000,0,6,0,6,0,9997,10000
2687,208568320,10000,0,6,0,6,0,9997,10000
2692,208654336,10000,0,6,0,6,0,9999,10000
2697,208654336,10000,0,6,0,6,0,9997,10000
