time,memory usage,updateQueue,friendsUpdateQueue,followersUpdateQueue,favoriteTweetUpdateQueue,userHarvestQueue,hashtagHarvestQueue,tweetUpdateQueue,twRetweetUpdateQueue
2702,208093184,10000,0,6,0,6,0,9998,10000
2707,208093184,10000,0,6,0,6,0,9997,10000
2712,208093184,10000,0,6,0,6,0,9997,10000
2717,208064512,10000,0,6,0,6,0,9997,10000
2722,208064512,10000,0,6,0,6,0,9997,10000
2727,208674816,10000,0,6,0,6,0,9997,10000
2732,208916480,10000,0,6,0,6,0,9997,10000
2737,207908864,10000,0,6,0,6,0,9997,10000
2742,208044032,10000,0,6,0,6,0,9997,10000
2747,208412672,10000,0,6,0,6,0,9999,10000
2752,208412672,10000,0,6,0,6,0,9998,10000
2757,208744448,10000,0,6,0,6,0,9999,10000
2762,208744448,10000,0,6,0,6,0,9998,10000
2767,208744448,10000,0,6,0,6,0,9997,10000
2772,208744448,10000,0,6,0,6,0,9997,10000
2777,208744448,10000,0,6,0,6,0,9997,10000
2782,208744448,10000,0,6,0,6,0,9997,10000
2787,208744448,10000,0,6,0,6,0,9997,10000
2792,209375232,10000,0,6,0,6,0,9997,10000
2797,209375232,10000,0,6,0,6,0,9997,10000
2802,209375232,10000,0,6,0,6,0,9998,10000
2807,209346560,10000,0,6,0,6,0,9998,10000
2812,209346560,10000,0,6,0,6,0,9998,10000
2817,209346560,10000,0,6,0,6,0,9999,10000
2822,209346560,10000,0,6,0,6,0,9997,10000
2827,208760832,10000,0,6,0,6,0,9997,10000
2832,208793600,10000,0,6,0,6,0,9997,10000
2837,208793600,9999,0,6,0,6,0,9997,10000
2842,208793600,10000,0,6,0,6,0,9997,10000
2847,208793600,10000,0,6,0,6,0,9997,10000
2852,209756160,10000,0,6,0,6,0,9997,10000
2857,209756160,10000,0,6,0,6,0,9997,10000
2862,209756160,10000,0,6,0,6,0,9998,10000
2867,209756160,10000,0,6,0,6,0,9997,10000
2872,209756160,10000,0,6,0,6,0,9999,10000
2877,209756160,10000,0,6,0,6,0,9997,10000
2882,209756160,10000,0,6,0,6,0,9997,10000
2887,208900096,10000,0,6,0,6,0,9997,10000
2892,208998400,10000,0,6,0,6,0,9997,10000
2897,208969728,10000,0,6,0,6,0,9997,10000
2902,208969728,10000,0,6,0,6,0,9997,10000
2907,209485824,10000,0,6,0,6,0,9997,10000
2912,210001920,10000,0,6,0,6,0,9997,10000
2917,209416192,10000,0,6,0,6,0,9998,10000
2922,209444864,9999,0,6,0,6,0,9998,10000
2927,209444864,9999,0,6,0,6,0,9998,10000
2932,209444864,9999,0,6,0,6,0,9998,10000
2937,209444864,9999,0,6,0,6,0,9997,10000
2942,209444864,10000,0,6,0,6,0,9997,10000
2947,209444864,10000,0,6,0,6,0,9997,10000
2952,209444864,10000,0,6,0,6,0,9997,10000
2957,209444864,10000,0,6,0,6,0,9997,10000
2962,209444864,10000,0,6,0,6,0,9997,10000
2967,209657856,10000,0,6,0,6,0,9997,10000
2972,210210816,10000,0,6,0,6,0,9997,10000
2977,210399232,10000,0,6,0,6,0,9999,10000
2982,209690624,10000,0,6,0,6,0,9997,10000
2987,209657856,10000,0,6,0,6,0,9998,10000
2992,209657856,10000,0,6,0,6,0,9996,10000
2997,209657856,10000,0,6,0,6,0,9996,10000
3002,209657856,10000,0,6,0,6,0,9996,10000
3007,209657856,10000,0,6,0,6,0,9996,10000
3012,209690624,10000,0,6,0,6,0,9996,10000
3017,209690624,10000,0,6,0,6,0,9996,10000
3022,209690624,10000,0,6,0,6,0,9996,10000
3027,210423808,10000,0,6,0,6,0,9996,10000
3032,210628608,10000,0,6,0,6,0,9998,10000
3037,210628608,10000,0,6,0,6,0,9998,10000
3042,210628608,10000,0,6,0,6,0,9999,10000
3047,209989632,10000,0,6,0,6,0,9998,10000
3052,210157568,10000,0,6,0,6,0,9998,10000
3057,210157568,10000,0,6,0,6,0,9998,10000
3062,210157568,10000,0,6,0,6,0,9998,10000
3067,210157568,10000,0,6,0,6,0,9998,10000
3072,210157568,10000,0,6,0,6,0,9998,10000
3077,210169856,10000,0,6,0,6,0,9998,10000
3082,210169856,10000,0,6,0,6,0,9998,10000
3087,210927616,10000,0,6,0,6,0,9998,10000
3092,211357696,10000,0,6,0,6,0,9999,10000
3097,211357696,10000,0,6,0,6,0,10000,10000
3102,211390464,10000,0,6,0,6,0,9998,10000
3107,210874368,10000,0,6,0,6,0,9998,10000
3112,210874368,10000,0,6,0,6,0,9998,10000
3117,210874368,10000,0,6,0,6,0,9998,10000
3122,211230720,10000,0,6,0,6,0,9998,10000
3127,211230720,9999,0,6,0,6,0,9998,10000
3132,211230720,10000,0,6,0,6,0,9998,10000
3137,211689472,9999,0,6,0,6,0,9998,10000
3142,211689472,9999,0,6,0,6,0,9998,10000
3147,212111360,10000,0,6,0,6,0,9998,10000
3152,212623360,10000,0,6,0,6,0,10000,10000
3157,212623360,10000,0,6,0,6,0,10000,10000
3162,212623360,10000,0,6,0,6,0,9997,10000
3167,212590592,10000,0,6,0,6,0,9997,10000
3172,211935232,10000,0,6,0,6,0,9997,10000
3177,211935232,10000,0,6,0,6,0,9997,10000
3182,211935232,10000,0,6,0,6,0,9997,10000
3187,211935232,10000,0,6,0,6,0,9997,10000
3192,211963904,10000,0,6,0,6,0,9997,10000
3197,211963904,10000,0,6,0,6,0,9997,10000
3202,211963904,10000,0,6,0,6,0,9997,10000
3207,212221952,10000,0,6,0,6,0,9997,10000
3212,212975616,10000,0,6,0,6,0,10000,10000
3217,212975616,10000,0,6,0,6,0,10000,10000
3222,212377600,10000,0,6,0,6,0,9997,10000
3227,212377600,10000,0,6,0,6,0,9997,10000
3232,212377600,10000,0,6,0,6,0,9997,10000
3237,212377600,10000,0,6,0,6,0,9997,10000
3242,212377600,10000,0,6,0,6,0,9997,10000
3247,212377600,10000,0,6,0,6,0,9997,10000
3252,212377600,10000,0,6,0,6,0,9997,10000
3257,212344832,10000,0,6,0,6,0,9997,10000
3262,212344832,10000,0,6,0,6,0,9997,10000
3267,212344832,10000,0,6,0,6,0,9997,10000
3272,212713472,10000,0,6,0,6,0,10000,10000
3277,212156416,10000,0,6,0,6,0,9999,10000
3282,212189184,10000,0,6,0,6,0,9997,10000
3287,212189184,10000,0,6,0,6,0,9997,10000
3292,212189184,10000,0,6,0,6,0,9997,10000
3297,212189184,10000,0,6,0,6,0,9997,10000
3302,212189184,10000,0,6,0,6,0,9997,10000
3307,212189184,10000,0,6,0,6,0,9997,10000
3312,212189184,10000,0,6,0,6,0,9997,10000
3317,212189184,10000,0,6,0,6,0,9997,10000
3322,212189184,10000,0,6,0,6,0,9997,10000
3327,212189184,10000,0,6,0,6,0,9998,10000
3332,213155840,10000,0,6,0,6,0,10000,10000
3337,213155840,10000,0,6,0,6,0,9998,10000
3342,213155840,10000,0,6,0,6,0,9997,10000
3347,212549632,10000,0,6,0,6,0,9997,10000
3352,212549632,10000,0,6,0,6,0,9997,10000
3357,212578304,10000,0,6,0,6,0,9997,10000
3362,212635648,10000,0,6,0,6,0,9997,10000
3367,212635648,10000,0,6,0,6,0,9997,10000
3372,212635648,10000,0,6,0,6,0,9997,10000
3377,212635648,10000,0,6,0,6,0,9997,10000
3382,212635648,10000,0,6,0,6,0,9997,10000
3387,213393408,10000,0,6,0,6,0,9999,10000
3392,214319104,10000,0,6,0,6,0,10000,10000
3397,214319104,10000,0,6,0,6,0,9997,10000
3402,214319104,10000,0,6,0,6,0,9997,10000
3407,214319104,10000,0,6,0,6,0,9997,10000
3412,214319104,10000,0,6,0,6,0,9997,10000
3417,214319104,10000,0,6,0,6,0,9997,10000
3422,214319104,10000,0,6,0,6,0,9997,10000
3427,214286336,10000,0,6,0,6,0,9997,10000
3432,214286336,10000,0,6,0,6,0,9997,10000
3437,214286336,10000,0,6,0,6,0,9997,10000
3442,214286336,10000,0,6,0,6,0,9997,10000
3447,214507520,10000,0,6,0,6,0,10000,10000
3452,214667264,10000,0,6,0,6,0,9998,10000
3457,214667264,10000,0,6,0,6,0,9997,10000
3462,214667264,10000,0,6,0,6,0,9997,10000
3467,214667264,10000,0,6,0,6,0,9997,10000
3472,214667264,10000,0,6,0,6,0,9997,10000
3477,214667264,10000,0,6,0,6,0,9997,10000
3482,214667264,10000,0,6,0,6,0,9997,10000
3487,214667264,10000,0,6,0,6,0,9997,10000
3492,214667264,10000,0,6,0,6,0,9997,10000
3497,213970944,10000,0,6,0,6,0,9997,10000
3502,214016000,10000,0,6,0,6,0,9999,10000
3507,214016000,10000,0,6,0,6,0,9998,10000
3512,214581248,10000,0,6,0,6,0,9996,10000
3517,214552576,10000,0,6,0,6,0,9996,10000
3522,214552576,10000,0,6,0,6,0,9996,10000
3527,214552576,10000,0,6,0,6,0,9996,10000
3532,214552576,10000,0,6,0,6,0,9996,10000
3537,214581248,10000,0,6,0,6,0,9996,10000
3542,214581248,10000,0,6,0,6,0,9996,10000
3547,214581248,10000,0,6,0,6,0,9996,10000
3552,214581248,10000,0,6,0,6,0,9996,10000
3557,214179840,10000,0,6,0,6,0,9998,10000
3562,214274048,10000,0,6,0,6,0,10000,10000
3567,214274048,10000,0,6,0,6,0,9998,10000
3572,214790144,10000,0,6,0,6,0,9998,10000
3577,214790144,10000,0,6,0,6,0,9998,10000
3582,214790144,10000,0,6,0,6,0,9998,10000
3587,214790144,10000,0,6,0,6,0,9998,10000
3592,214790144,10000,0,6,0,6,0,9998,10000
3597,214790144,10000,0,6,0,6,0,9998,10000
3602,214790144,10000,0,6,0,6,0,9998,10000
3607,214753280,10000,0,6,0,6,0,9998,10000
3612,214777856,10000,0,6,0,6,0,9998,10000
3617,214978560,10000,0,6,0,6,0,10000,10000
3622,214978560,10000,0,6,0,6,0,9997,10000
3627,215011328,10000,0,6,0,6,0,9997,10000
3632,215965696,10000,0,6,0,6,0,9997,10000
3637,215965696,10000,0,6,0,6,0,9997,10000
3642,215965696,10000,0,6,0,6,0,9997,10000
3647,215965696,10000,0,6,0,6,0,9997,10000
3652,215965696,10000,0,6,0,6,0,9997,10000
3657,215965696,10000,0,6,0,6,0,9997,10000
3662,215965696,10000,0,6,0,6,0,9997,10000
3667,215965696,10000,0,6,0,6,0,9997,10000
3672,215617536,10000,0,6,0,6,0,10000,10000
3677,215617536,10000,0,6,0,6,0,9999,10000
3682,215617536,10000,0,6,0,6,0,9997,10000
3687,215617536,10000,0,6,0,6,0,9997,10000
3692,216399872,10000,0,6,0,6,0,9998,10000
3697,216371200,10000,0,6,0,6,0,9998,10000
3702,216371200,10000,0,6,0,6,0,9998,10000
3707,216371200,10000,0,6,0,6,0,9998,10000
3712,215646208,9999,0,6,0,6,0,9998,10000
3717,215678976,10000,0,6,0,6,0,9998,10000
3722,215678976,10000,0,6,0,6,0,9998,10000
3727,215683072,10000,0,6,0,6,0,9999,10000
3732,216092672,10000,0,6,0,6,0,10000,10000
3737,216092672,10000,0,6,0,6,0,9999,10000
3742,216092672,10000,0,6,0,6,0,9998,10000
3747,216485888,10000,0,6,0,6,0,9997,10000
3752,215769088,10000,0,6,0,6,0,9997,10000
3757,215769088,10000,0,6,0,6,0,9998,10000
3762,215769088,10000,0,6,0,6,0,9998,10000
3767,215769088,10000,0,6,0,6,0,9998,10000
3772,215769088,10000,0,6,0,6,0,9998,10000
3777,215769088,10000,0,6,0,6,0,9998,10000
3782,215769088,10000,0,6,0,6,0,9998,10000
3787,215920640,10000,0,6,0,6,0,9999,10000
3792,216113152,10000,0,6,0,6,0,9998,10000
3798,216113152,10000,0,6,0,6,0,9996,10000
3803,216113152,10000,0,6,0,6,0,9996,10000
3808,216141824,10000,0,6,0,6,0,9996,10000
3813,216969216,10000,0,6,0,6,0,9996,10000
3818,216969216,10000,0,6,0,6,0,9996,10000
3823,216969216,10000,0,6,0,6,0,9996,10000
3828,216969216,10000,0,6,0,6,0,9996,10000
3833,216969216,10000,0,6,0,6,0,9996,10000
3838,216969216,10000,0,6,0,6,0,9996,10000
3843,217145344,10000,0,6,0,6,0,9998,10000
3848,216559616,10000,0,6,0,6,0,9999,10000
3853,216559616,10000,0,6,0,6,0,9998,10000
3858,216559616,10000,0,6,0,6,0,9998,10000
3863,216559616,10000,0,6,0,6,0,9998,10000
3868,216911872,10000,0,6,0,6,0,9998,10000
3873,217432064,10000,0,6,0,6,0,9998,10000
3878,217399296,10000,0,6,0,6,0,9998,10000
3883,217399296,10000,0,6,0,6,0,9998,10000
3888,217399296,10000,0,6,0,6,0,9998,10000
3893,217399296,10000,0,6,0,6,0,9998,10000
3898,217432064,10000,0,6,0,6,0,9999,10000
3903,216793088,10000,0,6,0,6,0,10000,10000
3908,216793088,10000,0,6,0,6,0,9999,10000
3913,216793088,10000,0,6,0,6,0,9998,10000
3918,216793088,10000,0,6,0,6,0,9998,10000
3923,216793088,10000,0,6,0,6,0,9998,10000
3928,217419776,10000,0,6,0,6,0,9998,10000
3933,217395200,10000,0,6,0,6,0,9998,10000
3938,217395200,10000,0,6,0,6,0,9998,10000
3943,217395200,10000,0,6,0,6,0,9998,10000
3948,217395200,10000,0,6,0,6,0,9998,10000
3953,217395200,10000,0,6,0,6,0,9998,10000
3958,217395200,10000,0,6,0,6,0,9999,10000
3963,217395200,10000,0,6,0,6,0,9998,10000
3968,217366528,10000,0,6,0,6,0,9996,10000
3973,217366528,10000,0,6,0,6,0,9996,10000
3978,217366528,10000,0,6,0,6,0,9996,10000
3983,217366528,10000,0,6,0,6,0,9996,10000
3988,217399296,10000,0,6,0,6,0,9996,10000
3993,217640960,10000,0,6,0,6,0,9996,10000
3998,217640960,10000,0,6,0,6,0,9996,10000
4003,217640960,10000,0,6,0,6,0,9996,10000
4008,217640960,10000,0,6,0,6,0,9996,10000
4013,217128960,10000,0,6,0,6,0,9998,10000
4018,217128960,10000,0,6,0,6,0,10000,10000
4023,217128960,10000,0,6,0,6,0,9999,10000
4028,217128960,10000,0,6,0,6,0,9998,10000
4033,217128960,10000,0,6,0,6,0,9998,10000
4038,217128960,10000,0,6,0,6,0,9998,10000
4043,217128960,10000,0,6,0,6,0,9998,10000
4048,217145344,10000,0,6,0,6,0,9998,10000
4053,217382912,10000,0,6,0,6,0,9998,10000
4058,217350144,10000,0,6,0,6,0,9998,10000
4063,217350144,10000,0,6,0,6,0,9998,10000
4068,217350144,10000,0,6,0,6,0,9998,10000
4073,217350144,10000,0,6,0,6,0,9999,10000
4078,217378816,10000,0,6,0,6,0,9998,10000
4083,217378816,10000,0,6,0,6,0,9998,10000
4088,217378816,10000,0,6,0,6,0,9998,10000
4093,217378816,10000,0,6,0,6,0,9998,10000
4098,217378816,10000,0,6,0,6,0,9998,10000
4103,217378816,10000,0,6,0,6,0,9998,10000
4108,217399296,10000,0,6,0,6,0,9998,10000
4113,217649152,10000,0,6,0,6,0,9998,10000
4118,217649152,10000,0,6,0,6,0,9998,10000
4123,217649152,10000,0,6,0,6,0,9998,10000
4128,217657344,10000,0,6,0,6,0,10000,10000
4133,217657344,10000,0,6,0,6,0,9999,10000
4138,217657344,10000,0,6,0,6,0,9998,10000
4143,217657344,10000,0,6,0,6,0,9998,10000
4148,217624576,10000,0,6,0,6,0,9998,10000
4153,217624576,10000,0,6,0,6,0,9998,10000
4158,217624576,10000,0,6,0,6,0,9998,10000
4163,217624576,10000,0,6,0,6,0,9998,10000
4168,217600000,10000,0,6,0,6,0,9998,10000
4173,217600000,10000,0,6,0,6,0,9998,10000
4178,217600000,10000,0,6,0,6,0,9998,10000
4183,217600000,10000,0,6,0,6,0,9999,10000
4188,217600000,10000,0,6,0,6,0,10000,10000
4193,217600000,10000,0,6,0,6,0,9998,10000
4198,217600000,10000,0,6,0,6,0,9998,10000
4203,217600000,10000,0,6,0,6,0,9998,10000
4208,216842240,10000,0,6,0,6,0,9998,10000
4213,216842240,10000,0,6,0,6,0,9998,10000
4218,216842240,10000,0,6,0,6,0,9998,10000
4223,217083904,10000,0,6,0,6,0,9998,10000
4228,217628672,10000,0,6,0,6,0,9998,10000
4233,217628672,10000,0,6,0,6,0,9997,10000
4238,217600000,10000,0,6,0,6,0,9997,10000
4243,217600000,10000,0,6,0,6,0,10000,10000
4248,216817664,10000,0,6,0,6,0,9998,10000
4253,216817664,10000,0,6,0,6,0,9998,10000
4258,216842240,10000,0,6,0,6,0,9998,10000
4263,216842240,10000,0,6,0,6,0,9998,10000
4268,216842240,10000,0,6,0,6,0,9998,10000
4273,216842240,10000,0,6,0,6,0,9998,10000
4278,216842240,10000,0,6,0,6,0,9998,10000
4283,217096192,10000,0,6,0,6,0,9998,9999
4288,217481216,10000,0,6,0,6,0,9998,9999
4293,216928256,10000,0,6,0,6,0,9998,9999
4298,217104384,10000,0,6,0,6,0,10000,10000
4303,217104384,10000,0,6,0,6,0,9997,10000
4308,217104384,10000,0,6,0,6,0,9997,10000
4313,217104384,10000,0,6,0,6,0,9997,10000
4318,217104384,10000,0,6,0,6,0,9997,10000
4323,217104384,10000,0,6,0,6,0,9997,10000
4328,217178112,10000,0,6,0,6,0,9997,10000
4333,217509888,10000,0,6,0,6,0,9997,10000
4338,217509888,10000,0,6,0,6,0,9997,10000
4343,217919488,10000,0,6,0,6,0,9997,10000
4348,218075136,10000,0,6,0,6,0,9997,10000
4353,218439680,10000,0,6,0,6,0,10000,10000
4358,217964544,10000,0,6,0,6,0,9998,10000
4363,217985024,10000,0,6,0,6,0,9998,9999
4368,218009600,10000,0,6,0,6,0,9998,9999
4373,218009600,10000,0,6,0,6,0,9998,10000
4378,218095616,10000,0,6,0,6,0,9998,10000
4383,218095616,10000,0,6,0,6,0,9998,10000
4388,218357760,10000,0,6,0,6,0,9998,10000
4393,219295744,10000,0,6,0,6,0,9998,10000
4398,219779072,10000,0,6,0,6,0,9998,10000
4403,219820032,10000,0,6,0,6,0,9998,9999
4408,220286976,10000,0,6,0,6,0,10000,10000
4413,220286976,10000,0,6,0,6,0,10000,10000
4418,220262400,10000,0,6,0,6,0,9998,10000
4423,220262400,10000,0,6,0,6,0,9998,10000
4428,220262400,10000,0,6,0,6,0,9998,10000
4433,220262400,10000,0,6,0,6,0,9998,10000
4438,220319744,10000,0,6,0,6,0,9998,9999
4443,220319744,10000,0,6,0,6,0,9998,10000
4448,220319744,10000,0,6,0,6,0,9998,10000
4453,220319744,10000,0,6,0,6,0,9998,10000
4458,220561408,10000,0,6,0,6,0,9998,10000
4463,220561408,10000,0,6,0,6,0,9998,10000
4468,220786688,10000,0,6,0,6,0,10000,10000
4473,221073408,10000,0,6,0,6,0,10000,10000
4478,221073408,10000,0,6,0,6,0,9997,10000
4483,221073408,10000,0,6,0,6,0,9997,10000
4488,221073408,10000,0,6,0,6,0,9997,10000
4493,221073408,10000,0,6,0,6,0,9997,10000
4498,221073408,10000,0,6,0,6,0,9997,10000
4503,221126656,10000,0,6,0,6,0,9997,10000
4508,221630464,10000,0,6,0,6,0,9997,10000
4513,223465472,10000,0,6,0,6,0,9997,9999
4518,223469568,10000,0,6,0,6,0,9997,9999
4523,223473664,10000,0,6,0,6,0,9997,10000
4528,224280576,10000,0,6,0,6,0,10000,10000
4533,224301056,10000,0,6,0,6,0,9999,10000
4538,224301056,10000,0,6,0,6,0,9998,10000
4543,224301056,10000,0,6,0,6,0,9998,10000
4548,224301056,10000,0,6,0,6,0,9998,10000
4553,224301056,10000,0,6,0,6,0,9998,10000
4558,224309248,10000,0,6,0,6,0,9998,10000
4563,224309248,10000,0,6,0,6,0,9998,10000
4568,225021952,10000,0,6,0,6,0,9998,9999
4573,225947648,10000,0,6,0,6,0,9998,9999
4578,227618816,10000,0,6,0,6,0,9998,10000
4583,228438016,10000,0,6,0,6,0,9999,10000
4588,228446208,10000,0,6,0,6,0,9999,10000
4593,229228544,10000,0,6,0,6,0,9999,10000
4598,228118528,10000,0,6,0,6,0,9998,10000
4603,228360192,10000,0,6,0,6,0,9998,10000
4608,228364288,10000,0,6,0,6,0,9998,9999
4613,228364288,10000,0,6,0,6,0,9998,10000
4618,228397056,9999,0,6,0,6,0,9998,10000
4623,228397056,9999,0,6,0,6,0,9998,10000
4628,228397056,10000,0,6,0,6,0,9998,10000
4633,228888576,9999,0,6,0,6,0,9998,10000
4638,228929536,10000,0,6,0,6,0,9999,10000
4643,229027840,10000,0,6,0,6,0,9998,10000
4648,229273600,10000,0,6,0,6,0,9999,10000
4653,229548032,10000,0,6,0,6,0,9998,10000
4658,229548032,10000,0,6,0,6,0,9998,10000
4663,229548032,10000,0,6,0,6,0,9998,10000
4668,229548032,10000,0,6,0,6,0,9998,10000
4673,229576704,10000,0,6,0,6,0,9998,10000
4678,229576704,10000,0,6,0,6,0,9998,10000
4683,229576704,10000,0,6,0,6,0,9998,9999
4688,229543936,10000,0,6,0,6,0,9998,10000
4693,229666816,10000,0,6,0,6,0,9999,10000
4698,229666816,10000,0,6,0,6,0,9999,10000
4703,230223872,10000,0,6,0,6,0,9998,10000
4708,230494208,10000,0,6,0,6,0,9997,10000
4713,230494208,10000,0,6,0,6,0,9997,10000
4718,230494208,10000,0,6,0,6,0,9997,10000
4723,230494208,10000,0,6,0,6,0,9997,10000
4728,230494208,10000,0,6,0,6,0,9997,10000
4733,230494208,10000,0,6,0,6,0,9997,10000
4738,230494208,10000,0,6,0,6,0,9997,10000
4743,230498304,10000,0,6,0,6,0,9997,10000
4748,230498304,10000,0,6,0,6,0,9997,10000
4753,230498304,10000,0,6,0,6,0,9999,10000
4758,230453248,10000,0,6,0,6,0,9998,10000
4763,230477824,10000,0,6,0,6,0,9997,10000
4768,231202816,10000,0,6,0,4,0,9997,10000
4773,231247872,10000,0,6,0,4,0,9997,10000
4778,231215104,10000,0,6,0,4,0,9997,10000
4783,231215104,10000,0,6,0,4,0,9997,10000
4788,231215104,10000,0,6,0,4,0,9997,10000
4793,231215104,10000,0,6,0,4,0,9997,10000
4798,231251968,10000,0,6,0,4,0,9997,10000
4803,231251968,10000,0,6,0,4,0,9997,10000
4808,230526976,10000,0,6,0,4,0,9999,10000
4813,230526976,10000,0,6,0,4,0,10000,10000
4818,230526976,10000,0,6,0,4,0,9998,10000
4823,230526976,10000,0,6,0,4,0,9998,10000
4828,230526976,10000,0,6,0,4,0,9998,10000
4833,230526976,10000,0,6,0,4,0,9998,10000
4838,229801984,10000,0,6,0,4,0,9998,10000
4843,230055936,10000,0,6,0,4,0,9998,10000
4848,230055936,10000,0,6,0,4,0,9998,10000
4853,230055936,10000,0,6,0,4,0,9998,10000
4858,230055936,10000,0,6,0,4,0,9998,9999
4863,230055936,10000,0,6,0,4,0,9998,9999
4868,230596608,10000,0,6,0,4,0,10000,10000
4873,230596608,10000,0,6,0,4,0,9998,10000
4878,230596608,10000,0,6,0,4,0,9997,10000
4883,230649856,10000,0,6,0,4,0,9997,10000
4888,230678528,10000,0,6,0,4,0,9997,10000
4893,230678528,10000,0,6,0,4,0,9997,10000
4898,230678528,10000,0,6,0,4,0,9997,10000
4903,230678528,10000,0,6,0,4,0,9997,10000
4908,230678528,10000,0,6,0,4,0,9997,10000
4913,230678528,10000,0,6,0,4,0,9997,10000
4918,230678528,10000,0,6,0,4,0,9997,9999
4923,230752256,10000,0,6,0,4,0,9999,9998
4928,230846464,10000,0,6,0,4,0,9999,10000
4933,230846464,10000,0,6,0,4,0,9998,10000
4938,231137280,10000,0,6,0,4,0,9998,9999
4943,231137280,10000,0,6,0,4,0,9998,10000
4948,231137280,10000,0,6,0,4,0,9998,10000
4953,231137280,10000,0,6,0,4,0,9998,10000
4958,231100416,10000,0,6,0,4,0,9998,10000
4963,231100416,10000,0,6,0,4,0,9998,10000
4968,231100416,10000,0,6,0,4,0,9998,10000
4973,231100416,10000,0,6,0,4,0,9998,10000
4978,231129088,10000,0,6,0,4,0,9999,10000
4983,231129088,10000,0,6,0,4,0,9999,10000
4988,231129088,10000,0,6,0,4,0,9998,10000
4993,231219200,10000,0,6,0,4,0,9997,9999
4998,231333888,10000,0,6,0,4,0,9997,9999
5003,231616512,10000,0,6,0,4,0,9997,10000
5008,231616512,10000,0,6,0,4,0,9997,10000
5013,231616512,10000,0,6,0,4,0,9997,10000
5018,231829504,10000,0,6,0,4,0,9997,9999
5023,231829504,10000,0,6,0,4,0,9997,9999
5028,232517632,10000,0,6,0,2,0,9997,9999
5033,231288832,10000,0,6,0,2,0,9998,10000
5038,231751680,10000,0,6,0,2,0,9999,9999
5043,231751680,10000,0,6,0,2,0,9997,10000
5048,231723008,10000,0,6,0,2,0,9997,10000
5053,231723008,10000,0,6,0,2,0,9997,10000
5058,231919616,10000,0,6,0,2,0,9997,10000
5063,231919616,10000,0,6,0,2,0,9997,10000
5068,231948288,10000,0,6,0,2,0,9997,10000
5073,231948288,10000,0,6,0,2,0,9997,10000
5078,231948288,10000,0,6,0,2,0,9997,10000
5083,231948288,10000,0,6,0,2,0,9997,10000
5088,231714816,10000,0,6,0,2,0,9997,10000
5093,231362560,10000,0,6,0,2,0,9999,10000
5098,231362560,10000,0,6,0,2,0,9998,10000
5103,231755776,10000,0,6,0,2,0,9998,10000
5108,231755776,10000,0,6,0,2,0,9998,10000
5113,231755776,10000,0,6,0,2,0,9998,10000
5118,232034304,10000,0,6,0,2,0,9998,10000
5123,232034304,10000,0,6,0,2,0,9997,10000
5128,232034304,10000,0,6,0,2,0,9997,10000
5133,232034304,9999,0,6,0,2,0,9997,10000
5138,232005632,10000,0,6,0,2,0,9998,10000
5143,232005632,10000,0,6,0,2,0,9996,10000
5148,232005632,10000,0,6,0,2,0,9996,10000
5153,232005632,10000,0,6,0,2,0,9996,10000
5158,232038400,10000,0,6,0,2,0,9996,10000
5163,232038400,10000,0,6,0,2,0,9996,10000
5168,232038400,10000,0,6,0,2,0,9996,10000
5173,232038400,10000,0,6,0,2,0,9996,10000
5178,232038400,10000,0,6,0,2,0,9996,10000
5183,232038400,10000,0,6,0,2,0,9996,10000
5188,232038400,10000,0,6,0,2,0,9996,10000
5193,232194048,10000,0,6,0,2,0,9998,10000
5198,231813120,10000,0,6,0,2,0,9999,10000
5203,231813120,10000,0,6,0,2,0,9998,10000
5208,231813120,10000,0,6,0,2,0,9998,10000
5213,232198144,10000,0,6,0,2,0,9998,10000
5218,232198144,10000,0,6,0,2,0,9998,10000
5223,232198144,10000,0,6,0,2,0,9998,10000
5228,232169472,10000,0,6,0,2,0,9998,10000
5233,232169472,10000,0,6,0,2,0,9998,10000
5238,232169472,10000,0,6,0,2,0,9998,10000
5243,232169472,10000,0,6,0,2,0,9998,10000
5248,232370176,10000,0,6,0,2,0,9998,10000
5253,232370176,10000,0,6,0,2,0,9998,10000
5258,232370176,10000,0,6,0,2,0,9998,10000
5263,232370176,10000,0,6,0,2,0,9998,10000
5268,232370176,10000,0,6,0,2,0,9998,10000
5273,232370176,10000,0,6,0,2,0,9998,10000
5278,232370176,10000,0,6,0,2,0,9998,10000
5283,232370176,10000,0,6,0,2,0,9998,10000
5288,232370176,10000,0,6,0,2,0,9998,10000
5293,232370176,10000,0,6,0,2,0,9998,10000
5298,232370176,10000,0,6,0,2,0,9999,10000
5303,232370176,10000,0,6,0,2,0,9999,10000
5308,232370176,10000,0,6,0,2,0,9998,10000
5313,232370176,10000,0,6,0,2,0,9998,10000
5318,232337408,10000,0,6,0,2,0,9998,10000
5323,232337408,10000,0,6,0,2,0,9998,10000
5328,232337408,10000,0,6,0,2,0,9998,10000
5333,232337408,10000,0,6,0,2,0,9998,10000
5338,232370176,10000,0,6,0,2,0,9998,10000
5343,232370176,10000,0,6,0,2,0,9998,10000
5348,232370176,10000,0,6,0,2,0,9998,10000
5353,232386560,10000,0,6,0,2,0,9998,10000
5358,232386560,10000,0,6,0,2,0,9999,10000
5363,232386560,10000,0,6,0,2,0,9998,10000
5368,232386560,10000,0,6,0,2,0,9998,10000
